work_year,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,salary_in_usd,salary_group,nd_work_year,nd_experience_level,nd_employment_type,nd_job_title,nd_employee_residence,nd_remote_ratio,nd_company_location,nd_company_size
2021,EN,FT,BI Data Analyst,KE,100,KE,S,9272,L,0.132622125,0,0.519729373,0.173542864,0.026897959,1,0.034345277,0
2021,SE,FT,Machine Learning Engineer,IN,100,IN,L,24342,L,0.132622125,0.557040111,0.519729373,0.239635348,0.170011905,1,0.160141694,1
2021,SE,FT,Data Science Manager,IN,50,US,L,54094,L,0.132622125,0.557040111,0.519729373,0.382690051,0.170011905,0,0.913960871,1
2021,EN,FT,Data Science Consultant,US,100,US,S,90000,M,0.132622125,0,0.519729373,0.160193083,0.745382238,1,0.913960871,0
2021,MI,FT,Data Scientist,DE,50,AT,M,61467,L,0.132622125,0.189836079,0.519729373,0.245068968,0.414982993,0,0.448995114,0.915551539
2021,SE,FT,Machine Learning Infrastructure Engineer,US,100,US,M,195000,H,0.132622125,0.557040111,0.519729373,0.239584976,0.745382238,1,0.913960871,0.915551539
2021,MI,FT,Data Scientist,ES,100,ES,L,37825,L,0.132622125,0.189836079,0.519729373,0.245068968,0.273435714,1,0.319610051,1
2021,SE,FT,Research Scientist,FR,100,US,S,50000,L,0.132622125,0.557040111,0.519729373,0.259291375,0.285135771,1,0.913960871,0
2021,MI,FT,Data Scientist,US,100,US,L,160000,H,0.132622125,0.189836079,0.519729373,0.245068968,0.745382238,1,0.913960871,1
2021,MI,FT,Data Scientist,BR,0,BR,S,12901,L,0.132622125,0.189836079,0.519729373,0.245068968,0.258340136,0.625941503,0.095131379,0
2021,SE,FT,Machine Learning Engineer,US,100,US,L,200000,H,0.132622125,0.557040111,0.519729373,0.239635348,0.745382238,1,0.913960871,1
2021,SE,FT,Data Engineer,US,0,US,M,165000,H,0.132622125,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
2021,MI,FL,Data Engineer,IT,0,US,L,20000,L,0.132622125,0.189836079,0.098541627,0.261119577,0.293877551,0.625941503,0.913960871,1
2021,SE,FT,Data Analytics Manager,US,0,US,L,120000,M,0.132622125,0.557040111,0.519729373,0.304624693,0.745382238,0.625941503,0.913960871,1
2021,MI,FT,Machine Learning Engineer,SI,50,SI,L,24823,L,0.132622125,0.189836079,0.519729373,0.239635348,0.305260204,0,0.389778502,1
2021,MI,FT,Research Scientist,FR,50,FR,S,56738,L,0.132622125,0.189836079,0.519729373,0.259291375,0.285135771,0,0.390688382,0
2021,MI,FT,Data Engineer,HK,50,GB,S,66022,L,0.132622125,0.189836079,0.519729373,0.261119577,0.316438776,0,0.505859935,0
2021,EN,FT,Big Data Engineer,IN,0,CH,L,5882,L,0.132622125,0,0.519729373,0.116531654,0.170011905,0.625941503,0.39162215,1
2021,EN,FT,Machine Learning Engineer,DE,50,DE,M,24823,L,0.132622125,0,0.519729373,0.239635348,0.414982993,0,0.505273978,0.915551539
2021,SE,FT,Principal Data Engineer,US,100,US,L,185000,H,0.132622125,0.557040111,0.519729373,0.808137154,0.745382238,1,0.913960871,1
2021,EN,PT,Computer Vision Engineer,DK,50,DK,S,28609,L,0.132622125,0,0,0.097625656,0.169655612,0,0.328249729,0
2021,MI,FT,Machine Learning Engineer,BE,100,BE,M,88654,M,0.132622125,0.189836079,0.519729373,0.239635348,0.416831633,1,0.532241042,0.915551539
2021,SE,FT,Data Analytics Manager,US,100,US,L,140000,H,0.132622125,0.557040111,0.519729373,0.304624693,0.745382238,1,0.913960871,1
2021,MI,FT,Machine Learning Engineer,PL,100,PL,L,46597,L,0.132622125,0.189836079,0.519729373,0.239635348,0.266211735,1,0.404446254,1
2021,MI,FT,Data Scientist,GB,50,GB,L,116914,M,0.132622125,0.189836079,0.519729373,0.245068968,0.395255458,0,0.505859935,1
2021,MI,FT,Data Scientist,IN,0,IN,M,33808,L,0.132622125,0.189836079,0.519729373,0.245068968,0.170011905,0.625941503,0.160141694,0.915551539
2021,MI,FT,Data Scientist,GB,50,GB,L,56256,L,0.132622125,0.189836079,0.519729373,0.245068968,0.395255458,0,0.505859935,1
2021,SE,FT,Machine Learning Scientist,US,100,CA,L,225000,H,0.132622125,0.557040111,0.519729373,0.382900266,0.745382238,1,0.626201024,1
2021,EX,CT,Principal Data Scientist,US,100,US,S,416000,H,0.132622125,1,1,0.525120507,0.745382238,1,0.913960871,0
2021,SE,FT,Data Scientist,CA,100,CA,S,87738,M,0.132622125,0.557040111,0.519729373,0.245068968,0.475467498,1,0.626201024,0
2021,MI,FT,Data Scientist,DE,50,DE,L,88654,M,0.132622125,0.189836079,0.519729373,0.245068968,0.414982993,0,0.505273978,1
2021,SE,FT,Data Scientist,US,0,US,L,135000,H,0.132622125,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,1
2021,SE,FT,Data Analyst,CA,100,CA,M,71786,L,0.132622125,0.557040111,0.519729373,0.21191818,0.475467498,1,0.626201024,0.915551539
2021,EN,FT,Big Data Engineer,IN,100,IN,L,16228,L,0.132622125,0,0.519729373,0.116531654,0.170011905,1,0.160141694,1
2021,SE,FT,ML Engineer,US,100,US,S,256000,H,0.132622125,0.557040111,0.519729373,0.280524336,0.745382238,1,0.913960871,0
2021,SE,FT,Director of Data Engineering,US,100,US,L,200000,H,0.132622125,0.557040111,0.519729373,0.378709731,0.745382238,1,0.913960871,1
2021,SE,FT,Data Analyst,US,100,US,L,200000,H,0.132622125,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,1
2021,MI,FT,Data Architect,US,100,US,L,180000,H,0.132622125,0.189836079,0.519729373,0.431603587,0.745382238,1,0.913960871,1
2021,MI,FT,Head of Data Science,US,0,US,S,110000,M,0.132622125,0.189836079,0.519729373,0.353635968,0.745382238,0.625941503,0.913960871,0
2021,MI,FT,Research Scientist,CA,100,CA,M,63810,L,0.132622125,0.189836079,0.519729373,0.259291375,0.475467498,1,0.626201024,0.915551539
2021,MI,FT,Data Scientist,ES,100,ES,M,46809,L,0.132622125,0.189836079,0.519729373,0.245068968,0.273435714,1,0.319610051,0.915551539
2021,EN,FT,Data Scientist,VN,0,VN,M,4000,L,0.132622125,0,0.519729373,0.245068968,0.136734694,0.625941503,0,0.915551539
2021,EN,FT,Data Engineer,IN,50,IN,M,21637,L,0.132622125,0,0.519729373,0.261119577,0.170011905,0,0.160141694,0.915551539
2021,SE,FT,Data Scientist,CA,100,CA,L,103691,M,0.132622125,0.557040111,0.519729373,0.245068968,0.475467498,1,0.626201024,1
2021,MI,FT,Data Analyst,US,100,US,L,80000,M,0.132622125,0.189836079,0.519729373,0.21191818,0.745382238,1,0.913960871,1
2021,MI,FT,Data Engineer,US,100,US,L,110000,M,0.132622125,0.189836079,0.519729373,0.261119577,0.745382238,1,0.913960871,1
2021,SE,FT,Data Scientist,US,100,US,L,165000,H,0.132622125,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,1
2021,EN,FT,AI Scientist,IN,100,AS,S,18053,L,0.132622125,0,0.519729373,0.15197182,0.170011905,1,0.091550489,0
2021,MI,FT,Data Engineer,GB,50,GB,L,72212,L,0.132622125,0.189836079,0.519729373,0.261119577,0.395255458,0,0.505859935,1
2021,EN,FT,Data Scientist,FR,50,FR,L,36643,L,0.132622125,0,0.519729373,0.245068968,0.285135771,0,0.390688382,1
2021,MI,FT,Data Engineer,TR,0,TR,M,12103,L,0.132622125,0.189836079,0.519729373,0.261119577,0.08212585,0.625941503,0.104864278,0.915551539
2021,SE,FT,Data Engineer,GB,50,GB,L,96282,M,0.132622125,0.557040111,0.519729373,0.261119577,0.395255458,0,0.505859935,1
2021,SE,FT,Principal Data Analyst,US,100,US,M,170000,H,0.132622125,0.557040111,0.519729373,0.29302712,0.745382238,1,0.913960871,0.915551539
2021,MI,FT,Data Scientist,US,50,US,L,115000,M,0.132622125,0.189836079,0.519729373,0.245068968,0.745382238,0,0.913960871,1
2021,EN,FT,Data Scientist,US,100,US,S,90000,M,0.132622125,0,0.519729373,0.245068968,0.745382238,1,0.913960871,0
2021,EX,FT,Principal Data Engineer,US,100,US,L,600000,H,0.132622125,1,0.519729373,0.808137154,0.745382238,1,0.913960871,1
2021,EN,FT,Data Scientist,IN,100,IN,M,28399,L,0.132622125,0,0.519729373,0.245068968,0.170011905,1,0.160141694,0.915551539
2021,MI,FT,Data Analyst,US,100,US,L,93000,M,0.132622125,0.189836079,0.519729373,0.21191818,0.745382238,1,0.913960871,1
2021,SE,FT,Big Data Architect,CA,50,CA,M,99703,M,0.132622125,0.557040111,0.519729373,0.235976286,0.475467498,0,0.626201024,0.915551539
2021,SE,FT,Principal Data Scientist,DE,100,DE,M,173762,H,0.132622125,0.557040111,0.519729373,0.525120507,0.414982993,1,0.505273978,0.915551539
2021,SE,FT,Machine Learning Engineer,US,50,US,L,185000,H,0.132622125,0.557040111,0.519729373,0.239635348,0.745382238,0,0.913960871,1
2021,EX,FT,Director of Data Science,DE,0,DE,L,141846,H,0.132622125,1,0.519729373,0.474647827,0.414982993,0.625941503,0.505273978,1
2021,MI,FT,Data Scientist,US,50,US,L,130000,H,0.132622125,0.189836079,0.519729373,0.245068968,0.745382238,0,0.913960871,1
2021,SE,FT,Data Analyst,DE,50,DE,L,63831,L,0.132622125,0.557040111,0.519729373,0.21191818,0.414982993,0,0.505273978,1
2021,MI,FT,Data Scientist,IN,100,IN,S,16904,L,0.132622125,0.189836079,0.519729373,0.245068968,0.170011905,1,0.160141694,0
2021,SE,FT,Machine Learning Engineer,IN,0,IN,L,66265,L,0.132622125,0.557040111,0.519729373,0.239635348,0.170011905,0.625941503,0.160141694,1
2021,MI,FT,Data Scientist,RS,100,DE,S,25532,L,0.132622125,0.189836079,0.519729373,0.245068968,0.109857143,1,0.505273978,0
2021,SE,FT,Lead Data Engineer,PR,50,US,S,160000,H,0.132622125,0.557040111,0.519729373,0.336132445,0.795918367,0,0.913960871,0
2021,MI,FT,Data Engineer,US,0,US,M,93150,M,0.132622125,0.189836079,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
2021,MI,FT,Data Engineer,US,0,US,M,111775,M,0.132622125,0.189836079,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
2021,MI,FT,Data Engineer,TR,100,TR,M,28016,L,0.132622125,0.189836079,0.519729373,0.261119577,0.08212585,1,0.104864278,0.915551539
2021,EN,FT,Data Engineer,DE,50,DE,M,65013,L,0.132622125,0,0.519729373,0.261119577,0.414982993,0,0.505273978,0.915551539
2021,EN,FT,Data Engineer,US,100,US,L,72500,L,0.132622125,0,0.519729373,0.261119577,0.745382238,1,0.913960871,1
2021,SE,FT,Computer Vision Engineer,BR,0,BR,M,18907,L,0.132622125,0.557040111,0.519729373,0.097625656,0.258340136,0.625941503,0.095131379,0.915551539
2021,EN,FT,Data Science Consultant,DE,0,DE,L,76833,M,0.132622125,0,0.519729373,0.160193083,0.414982993,0.625941503,0.505273978,1
2021,EN,FT,Machine Learning Engineer,NL,100,DE,S,85000,M,0.132622125,0,0.519729373,0.239635348,0.290594898,1,0.505273978,0
2021,SE,FT,Data Scientist,FR,50,FR,M,77684,M,0.132622125,0.557040111,0.519729373,0.245068968,0.285135771,0,0.390688382,0.915551539
2021,EN,FT,Data Scientist,US,100,US,M,100000,M,0.132622125,0,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
2021,EN,FT,Data Scientist,US,50,US,L,58000,L,0.132622125,0,0.519729373,0.245068968,0.745382238,0,0.913960871,1
2021,SE,FT,AI Scientist,ES,100,ES,L,55000,L,0.132622125,0.557040111,0.519729373,0.15197182,0.273435714,1,0.319610051,1
2021,SE,FT,Data Scientist,TR,50,TR,L,20171,L,0.132622125,0.557040111,0.519729373,0.245068968,0.08212585,0,0.104864278,1
2021,EN,FT,Business Data Analyst,LU,100,LU,L,59102,L,0.132622125,0,0.519729373,0.178387902,0.281132653,1,0.260212812,1
2021,MI,FT,Data Engineer,US,100,US,L,112000,M,0.132622125,0.189836079,0.519729373,0.261119577,0.745382238,1,0.913960871,1
2021,EN,FT,Research Scientist,JE,0,CN,L,100000,M,0.132622125,0,0.519729373,0.259291375,0.489795918,0.625941503,0.44081759,1
2021,MI,PT,Data Engineer,NL,100,NL,L,69741,L,0.132622125,0.189836079,0,0.261119577,0.290594898,1,0.331894137,1
2021,SE,CT,Staff Data Scientist,US,100,US,M,105000,M,0.132622125,0.557040111,1,0.24923234,0.745382238,1,0.913960871,0.915551539
2021,MI,FT,Research Scientist,CZ,50,CZ,L,69999,L,0.132622125,0.189836079,0.519729373,0.259291375,0.336729592,0,0.305778502,1
2021,SE,FT,Data Science Manager,IN,50,IN,L,94665,M,0.132622125,0.557040111,0.519729373,0.382690051,0.170011905,0,0.160141694,1
2021,SE,FT,Head of Data,SI,100,SI,L,102839,M,0.132622125,0.557040111,0.519729373,0.387279994,0.305260204,1,0.389778502,1
2021,MI,FT,Data Scientist,US,50,US,L,109000,M,0.132622125,0.189836079,0.519729373,0.245068968,0.745382238,0,0.913960871,1
2021,MI,FT,Machine Learning Engineer,IT,50,IT,L,51064,L,0.132622125,0.189836079,0.519729373,0.239635348,0.293877551,0,0.210856678,1
2022,SE,FT,Data Engineer,US,100,US,M,135000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Analyst,US,100,US,M,155000,H,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Analyst,US,100,US,M,120600,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,MI,FT,Data Scientist,US,0,US,M,130000,H,1,0.189836079,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0.915551539
2022,MI,FT,Data Scientist,US,0,US,M,90000,M,1,0.189836079,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0.915551539
2022,MI,FT,Data Engineer,US,100,US,M,170000,H,1,0.189836079,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2022,MI,FT,Data Engineer,US,100,US,M,150000,H,1,0.189836079,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Analyst,US,100,US,M,102100,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Analyst,US,100,US,M,84900,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Scientist,US,100,US,M,136620,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Scientist,US,100,US,M,99360,M,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Scientist,GB,0,GB,M,117789,M,1,0.557040111,0.519729373,0.245068968,0.395255458,0.625941503,0.505859935,0.915551539
2022,SE,FT,Data Scientist,GB,0,GB,M,104702,M,1,0.557040111,0.519729373,0.245068968,0.395255458,0.625941503,0.505859935,0.915551539
2022,SE,FT,Data Scientist,US,100,US,M,146000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Scientist,US,100,US,M,123000,M,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
2022,EN,FT,Data Engineer,GB,100,GB,M,52351,L,1,0,0.519729373,0.261119577,0.395255458,1,0.505859935,0.915551539
2022,SE,FT,Data Analyst,US,0,US,M,99000,M,1,0.557040111,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
2022,SE,FT,Data Analyst,US,0,US,M,116000,M,1,0.557040111,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
2022,MI,FT,Data Analyst,US,0,US,M,106260,M,1,0.189836079,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
2022,MI,FT,Data Analyst,US,0,US,M,126500,M,1,0.189836079,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
2022,EX,FT,Data Engineer,US,100,US,M,242000,H,1,1,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2022,EX,FT,Data Engineer,US,100,US,M,200000,H,1,1,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2022,MI,FT,Data Scientist,GB,0,GB,M,65438,L,1,0.189836079,0.519729373,0.245068968,0.395255458,0.625941503,0.505859935,0.915551539
2022,MI,FT,Data Scientist,GB,0,GB,M,39263,L,1,0.189836079,0.519729373,0.245068968,0.395255458,0.625941503,0.505859935,0.915551539
2022,MI,FT,Data Engineer,GB,0,GB,M,78526,M,1,0.189836079,0.519729373,0.261119577,0.395255458,0.625941503,0.505859935,0.915551539
2022,MI,FT,Data Engineer,GB,0,GB,M,52351,L,1,0.189836079,0.519729373,0.261119577,0.395255458,0.625941503,0.505859935,0.915551539
2022,SE,FT,Data Scientist,US,100,US,M,165220,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
2022,EN,FT,Data Engineer,GB,100,GB,M,45807,L,1,0,0.519729373,0.261119577,0.395255458,1,0.505859935,0.915551539
2022,SE,FT,Data Scientist,US,100,US,M,120160,M,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Analyst,US,100,US,M,90320,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,0,US,M,181940,H,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,0,US,M,132320,H,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,0,US,M,220110,H,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,0,US,M,160080,H,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
2022,SE,FT,Data Scientist,US,0,US,L,180000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,1
2022,SE,FT,Data Scientist,US,0,US,L,120000,M,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,1
2022,SE,FT,Data Analyst,US,100,US,M,124190,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,EX,FT,Data Analyst,US,100,US,M,130000,H,1,1,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,EX,FT,Data Analyst,US,100,US,M,110000,M,1,1,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Analyst,US,100,US,M,170000,H,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,MI,FT,Data Analyst,US,100,US,M,115500,M,1,0.189836079,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Analyst,US,100,US,M,112900,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,100,US,M,165400,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,100,US,M,132320,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2022,MI,FT,Data Analyst,US,100,US,M,167000,H,1,0.189836079,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,100,US,M,243900,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Analyst,US,100,US,M,136600,H,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Analyst,US,100,US,M,109280,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,100,US,M,128875,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,100,US,M,93700,M,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2022,EX,FT,Head of Data Science,US,100,US,M,224000,H,1,1,0.519729373,0.353635968,0.745382238,1,0.913960871,0.915551539
2022,EX,FT,Head of Data Science,US,100,US,M,167875,H,1,1,0.519729373,0.353635968,0.745382238,1,0.913960871,0.915551539
2022,EX,FT,Analytics Engineer,US,100,US,M,175000,H,1,1,0.519729373,0.424411461,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,100,US,M,156600,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,0,US,M,108800,M,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
2022,SE,FT,Data Scientist,US,0,US,M,95550,M,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,0,US,L,113000,M,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,1
2022,SE,FT,Data Analyst,US,100,US,M,135000,H,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Science Manager,US,100,US,M,161342,H,1,0.557040111,0.519729373,0.382690051,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Science Manager,US,100,US,M,137141,H,1,0.557040111,0.519729373,0.382690051,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Scientist,US,100,US,M,167000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Engineer,GB,0,GB,M,78526,M,1,0.557040111,0.519729373,0.261119577,0.395255458,0.625941503,0.505859935,0.915551539
2022,SE,FT,Data Engineer,GB,0,GB,M,65438,L,1,0.557040111,0.519729373,0.261119577,0.395255458,0.625941503,0.505859935,0.915551539
2022,SE,FT,Data Scientist,US,0,US,M,150000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0.915551539
2022,SE,FT,Data Scientist,US,100,US,M,211500,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Architect,CA,100,CA,M,192400,H,1,0.557040111,0.519729373,0.431603587,0.475467498,1,0.626201024,0.915551539
2022,SE,FT,Data Architect,CA,100,CA,M,90700,M,1,0.557040111,0.519729373,0.431603587,0.475467498,1,0.626201024,0.915551539
2022,SE,FT,Data Analyst,CA,100,CA,M,130000,H,1,0.557040111,0.519729373,0.21191818,0.475467498,1,0.626201024,0.915551539
2022,SE,FT,Data Analyst,CA,100,CA,M,61300,L,1,0.557040111,0.519729373,0.21191818,0.475467498,1,0.626201024,0.915551539
2022,SE,FT,Data Engineer,US,0,US,L,160000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,1
2022,SE,FT,Data Scientist,US,100,US,M,138600,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,0,US,M,136000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
2022,MI,FT,Data Analyst,US,0,US,S,58000,L,1,0.189836079,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0
2022,EX,FT,Analytics Engineer,US,100,US,M,135000,H,1,1,0.519729373,0.424411461,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Scientist,US,100,US,M,170000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Machine Learning Engineer,US,0,US,M,189650,H,1,0.557040111,0.519729373,0.239635348,0.745382238,0.625941503,0.913960871,0.915551539
2022,SE,FT,Machine Learning Engineer,US,0,US,M,164996,H,1,0.557040111,0.519729373,0.239635348,0.745382238,0.625941503,0.913960871,0.915551539
2022,MI,FT,ETL Developer,GR,0,GR,M,54957,L,1,0.189836079,0.519729373,0.123996787,0.267580357,0.625941503,0.312877524,0.915551539
2022,EX,FT,Lead Data Engineer,CA,100,CA,S,118187,M,1,1,0.519729373,0.336132445,0.475467498,1,0.626201024,0
2022,SE,FT,Data Analyst,US,0,US,M,132000,H,1,0.557040111,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
2022,SE,FT,Data Architect,US,100,US,M,208775,H,1,0.557040111,0.519729373,0.431603587,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Architect,US,100,US,M,147800,H,1,0.557040111,0.519729373,0.431603587,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,100,US,M,136994,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,100,US,M,101570,M,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Analyst,US,100,US,M,128875,H,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Analyst,US,100,US,M,93700,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
2022,EX,FT,Head of Machine Learning,IN,50,IN,L,79039,M,1,1,0.519729373,0.184263409,0.170011905,0,0.160141694,1
2022,EN,FT,Machine Learning Engineer,GB,100,GB,L,37300,L,1,0,0.519729373,0.239635348,0.395255458,1,0.505859935,1
2022,SE,FT,Data Analyst,US,0,US,M,164000,H,1,0.557040111,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,100,US,M,155000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
2022,MI,FT,Machine Learning Engineer,GB,0,GB,M,124333,M,1,0.189836079,0.519729373,0.239635348,0.395255458,0.625941503,0.505859935,0.915551539
2022,MI,FT,Machine Learning Engineer,GB,0,GB,M,98158,M,1,0.189836079,0.519729373,0.239635348,0.395255458,0.625941503,0.505859935,0.915551539
2022,MI,FT,AI Scientist,US,0,US,M,120000,M,1,0.189836079,0.519729373,0.15197182,0.745382238,0.625941503,0.913960871,0.915551539
2022,SE,FT,Data Analytics Manager,US,100,US,M,145000,H,1,0.557040111,0.519729373,0.304624693,0.745382238,1,0.913960871,0.915551539
2022,SE,FT,Data Analytics Manager,US,100,US,M,105400,M,1,0.557040111,0.519729373,0.304624693,0.745382238,1,0.913960871,0.915551539
2022,MI,FT,Machine Learning Engineer,FR,100,DE,M,87932,M,1,0.189836079,0.519729373,0.239635348,0.285135771,1,0.505273978,0.915551539
2022,MI,FT,Data Engineer,GB,0,GB,M,117789,M,1,0.189836079,0.519729373,0.261119577,0.395255458,0.625941503,0.505859935,0.915551539
2022,SE,FT,Data Scientist,US,100,US,L,215300,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,1
2022,SE,FT,Data Scientist,US,100,US,L,158200,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,1
2022,SE,FT,Data Engineer,US,100,US,L,209100,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,1
2022,SE,FT,Data Engineer,US,100,US,L,154600,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,1
2022,SE,FT,Data Analyst,US,0,US,M,115934,M,1,0.557040111,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
2022,SE,FT,Data Analyst,US,0,US,M,81666,M,1,0.557040111,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
2022,SE,FT,Data Engineer,US,100,US,M,175000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
