work_year,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,salary_group
2022,SE,FT,Data Science Manager,US,100,US,M,H
2022,MI,FT,Data Engineer,FR,100,FR,M,L
2022,MI,FT,Data Scientist,CH,0,CH,L,M
2022,SE,FT,Applied Data Scientist,US,100,US,L,H
2022,MI,FT,Data Scientist,CA,100,CA,M,L
2022,EN,FT,Computer Vision Engineer,PT,100,LU,M,L
2022,MI,FT,Data Analyst,GR,100,GR,S,L
2022,SE,FT,Data Analytics Lead,US,100,US,L,H
2022,MI,FT,Data Scientist,US,100,US,L,H
2022,SE,FT,Applied Data Scientist,US,100,US,L,H
2022,MI,FT,Data Scientist,US,100,US,M,M
2022,SE,FT,Data Analyst,US,100,US,M,M
2022,MI,FT,Data Analyst,CA,0,CA,M,M
2022,MI,FT,Data Analyst,CA,0,CA,M,M
2022,SE,FT,Machine Learning Engineer,US,100,US,M,H
2022,SE,FT,Machine Learning Engineer,US,100,US,M,H
2022,SE,FT,Data Architect,US,100,US,M,H
2022,SE,FT,Data Architect,US,100,US,M,H
2022,MI,FT,Data Scientist,US,0,US,M,H
2022,MI,FT,Data Scientist,US,0,US,M,M
2022,SE,FT,Data Analyst,US,100,US,M,M
2022,SE,FT,Data Analyst,US,100,US,M,M
2022,MI,FT,Data Engineer,US,0,US,M,H
2022,MI,FT,Data Engineer,US,0,US,M,M
2022,SE,FT,Data Engineer,US,100,US,M,H
2022,SE,FT,Data Engineer,US,100,US,M,M
2022,SE,FT,Data Analyst,US,100,US,M,M
2022,SE,FT,Data Engineer,US,100,US,M,H
2022,SE,FT,Data Scientist,US,0,US,L,H
2022,SE,FT,Data Scientist,US,100,US,M,H
2022,SE,FT,Data Scientist,US,100,US,M,H
2022,SE,FT,Data Engineer,US,100,US,M,H
2022,SE,FT,Data Engineer,US,100,US,M,H
2022,SE,FT,Data Engineer,US,0,US,M,L
2022,SE,FT,Data Scientist,US,0,US,M,H
2022,SE,FT,Data Scientist,US,0,US,M,H
2022,SE,FT,Analytics Engineer,US,0,US,M,H
2022,SE,FT,Analytics Engineer,US,0,US,M,H
2022,SE,FT,Data Engineer,US,100,US,M,H
2022,SE,FT,Data Engineer,US,100,US,M,H
2022,SE,FT,Data Analyst,US,100,US,M,M
2022,SE,FT,Data Engineer,US,0,US,M,L
2022,MI,FT,Data Analyst,GB,0,GB,M,L
2022,SE,FT,Data Analyst,US,100,US,M,M
2022,SE,FT,Data Scientist,US,100,US,M,H
2022,SE,FT,Data Analyst,US,100,US,M,L
2022,SE,FT,Data Analyst,US,100,US,M,H
2022,SE,FT,Data Engineer,US,100,US,M,L
2022,SE,FT,Data Analyst,US,100,US,M,M
2022,SE,FT,Data Analyst,US,100,US,M,M
2022,SE,FT,Data Engineer,US,100,US,M,H
2022,SE,FT,Data Engineer,US,100,US,M,H
2022,SE,FT,Data Analyst,US,100,US,M,M
2022,SE,FT,Data Analyst,US,100,US,M,M
2022,MI,FT,Data Analyst,GB,0,GB,M,L
2022,SE,FT,Data Analyst,US,100,US,M,L
2022,SE,FT,Data Architect,US,100,US,M,H
2022,SE,FT,Data Architect,US,100,US,M,H
2022,SE,FT,Data Scientist,US,100,US,M,H
2022,SE,FT,Data Analytics Manager,US,100,US,M,H
2022,SE,FT,Data Analytics Manager,US,100,US,M,M
2022,MI,FT,Data Scientist,US,100,US,M,H
2022,MI,FT,Data Scientist,US,100,US,M,H
2022,EN,FT,Data Analyst,CA,0,CA,M,L
2022,EN,FT,Data Analyst,CA,0,CA,M,L
2022,SE,FT,Data Engineer,US,100,US,M,H
2022,SE,FT,Data Engineer,US,100,US,M,M
2022,SE,FT,Data Analyst,US,0,US,M,H
2022,SE,FT,Data Analyst,US,100,US,M,H
2022,MI,FT,AI Scientist,IN,100,US,L,H
